# Volt_Dump_NR.csv run at 2013-08-28 18:00:00 PST on 804 powerflow objects (not all are nodes)
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
l109_tn,112.673021,-13.000468,112.673021,-13.000468,0.000000,0.000000
l109_tm,112.673021,-13.000468,112.673021,-13.000468,0.000000,0.000000
l109_tpn,113.073576,-13.019496,113.073576,-13.019496,0.000000,0.000000
l111,2267.434474,-264.968080,0.000000,0.000000,0.000000,0.000000
l111_tn,112.662530,-13.324197,112.662530,-13.324197,0.000000,0.000000
l111_tm,112.662530,-13.324197,112.662530,-13.324197,0.000000,0.000000
l111_tpn,112.864810,-13.334382,112.864810,-13.334382,0.000000,0.000000
l112,2264.331070,-267.450509,0.000000,0.000000,0.000000,0.000000
l112_tn,112.534389,-13.448742,112.534389,-13.448742,0.000000,0.000000
l112_tm,112.534389,-13.448742,112.534389,-13.448742,0.000000,0.000000
l112_tpn,112.710047,-13.457803,112.710047,-13.457803,0.000000,0.000000
l113,2246.991383,-279.820219,0.000000,0.000000,0.000000,0.000000
l113_tn,111.166045,-14.147223,111.166045,-14.147223,0.000000,0.000000
l113_tm,111.166045,-14.147223,111.166045,-14.147223,0.000000,0.000000
l113_tpn,111.431098,-14.162925,111.431098,-14.162925,0.000000,0.000000
l114,2237.719176,-286.829500,0.000000,0.000000,0.000000,0.000000
l114_tn,111.220535,-14.410866,111.220535,-14.410866,0.000000,0.000000
l114_tm,111.220535,-14.410866,111.220535,-14.410866,0.000000,0.000000
l114_tpn,111.383847,-14.420913,111.383847,-14.420913,0.000000,0.000000
c83,2314.263315,-236.614507,-1317.310347,-2055.914411,-1079.533838,2110.339053
c88,2302.999251,-255.599805,0.000000,0.000000,0.000000,0.000000
c90,0.000000,0.000000,-1315.427322,-2050.897829,0.000000,0.000000
c92,0.000000,0.000000,0.000000,0.000000,-1049.988442,2104.510401
l1_tn_loadshape,120.081741,-2.041985,120.081741,-2.041985,0.000000,0.000000
l2_tn_loadshape,-61.893469,-104.488104,-61.893469,-104.488104,0.000000,0.000000
l4_tn_loadshape,-58.339255,104.890429,-58.339255,104.890429,0.000000,0.000000
l5_tn_loadshape,-58.264190,105.194151,-58.264190,105.194151,0.000000,0.000000
l6_tn_loadshape,-57.761869,104.693546,-57.761869,104.693546,0.000000,0.000000
l7_tn_loadshape,119.382295,-3.209022,119.382295,-3.209022,0.000000,0.000000
l9_tn_loadshape,117.915104,-4.283485,117.915104,-4.283485,0.000000,0.000000
l10_tn_loadshape,121.232687,-4.347391,121.232687,-4.347391,0.000000,0.000000
l11_tn_loadshape,120.654011,-4.502979,120.654011,-4.502979,0.000000,0.000000
l12_tn_loadshape,-62.416467,-103.829781,-62.416467,-103.829781,0.000000,0.000000
l16_tn_loadshape,-56.190917,103.876922,-56.190917,103.876922,0.000000,0.000000
l17_tn_loadshape,-56.681225,104.383979,-56.681225,104.383979,0.000000,0.000000
l19_tn_loadshape,115.909270,-6.643538,115.909270,-6.643538,0.000000,0.000000
l20_tn_loadshape,115.796662,-6.681850,115.796662,-6.681850,0.000000,0.000000
l22_tn_loadshape,-62.639990,-101.618825,-62.639990,-101.618825,0.000000,0.000000
l24_tn_loadshape,-55.335434,103.175218,-55.335434,103.175218,0.000000,0.000000
l28_tn_loadshape,115.850887,-6.915820,115.850887,-6.915820,0.000000,0.000000
l29_tn_loadshape,115.891300,-6.951520,115.891300,-6.951520,0.000000,0.000000
l30_tn_loadshape,-55.245720,103.037783,-55.245720,103.037783,0.000000,0.000000
l31_tn_loadshape,-57.095522,106.120259,-57.095522,106.120259,0.000000,0.000000
l32_tn_loadshape,-57.093823,106.151536,-57.093823,106.151536,0.000000,0.000000
l33_tn_loadshape,118.625023,-7.177930,118.625023,-7.177930,0.000000,0.000000
l34_tn_loadshape,-56.309674,103.950033,-56.309674,103.950033,0.000000,0.000000
l37_tn_loadshape,115.557041,-6.991836,115.557041,-6.991836,0.000000,0.000000
l38_tn_loadshape,-62.884296,-101.820365,-62.884296,-101.820365,0.000000,0.000000
l39_tn_loadshape,-62.912970,-101.833015,-62.912970,-101.833015,0.000000,0.000000
l41_tn_loadshape,-55.596598,103.686456,-55.596598,103.686456,0.000000,0.000000
l42_tn_loadshape,115.998292,-7.019965,115.998292,-7.019965,0.000000,0.000000
l43_tn_loadshape,-62.639600,-100.862718,-62.639600,-100.862718,0.000000,0.000000
l45_tn_loadshape,115.770622,-7.135482,115.770622,-7.135482,0.000000,0.000000
l46_tn_loadshape,115.753648,-7.152930,115.753648,-7.152930,0.000000,0.000000
l50_tn_loadshape,-54.535723,103.008271,-54.535723,103.008271,0.000000,0.000000
l51_tn_loadshape,115.635368,-7.291599,115.635368,-7.291599,0.000000,0.000000
l52_tn_loadshape,115.696624,-6.482653,115.696624,-6.482653,0.000000,0.000000
l53_tn_loadshape,115.185827,-6.989968,115.185827,-6.989968,0.000000,0.000000
l55_tn_loadshape,115.437800,-7.179972,115.437800,-7.179972,0.000000,0.000000
l56_tn_loadshape,-63.399586,-102.305818,-63.399586,-102.305818,0.000000,0.000000
l58_tn_loadshape,-63.541689,-101.595921,-63.541689,-101.595921,0.000000,0.000000
l59_tn_loadshape,-63.579210,-101.634167,-63.579210,-101.634167,0.000000,0.000000
l60_tn_loadshape,113.159839,-10.075275,113.159839,-10.075275,0.000000,0.000000
l62_tn_loadshape,-53.169182,102.519729,-53.169182,102.519729,0.000000,0.000000
l63_tn_loadshape,112.459564,-10.094395,112.459564,-10.094395,0.000000,0.000000
l64_tn_loadshape,-63.184584,-98.632966,-63.184584,-98.632966,0.000000,0.000000
l66_tn_loadshape,-52.250117,101.120098,-52.250117,101.120098,0.000000,0.000000
l68_tn_loadshape,115.225482,-11.248760,115.225482,-11.248760,0.000000,0.000000
l69_tn_loadshape,114.396980,-11.418364,114.396980,-11.418364,0.000000,0.000000
l70_tn_loadshape,114.932641,-11.374177,114.932641,-11.374177,0.000000,0.000000
l71_tn_loadshape,114.223538,-11.499464,114.223538,-11.499464,0.000000,0.000000
l73_tn_loadshape,-53.435267,104.513898,-53.435267,104.513898,0.000000,0.000000
l74_tn_loadshape,-53.280176,104.412696,-53.280176,104.412696,0.000000,0.000000
l75_tn_loadshape,-53.274771,104.494898,-53.274771,104.494898,0.000000,0.000000
l77_tn_loadshape,-65.515297,-101.561993,-65.515297,-101.561993,0.000000,0.000000
l79_tn_loadshape,114.329127,-11.915719,114.329127,-11.915719,0.000000,0.000000
l80_tn_loadshape,-65.506043,-101.520437,-65.506043,-101.520437,0.000000,0.000000
l82_tn_loadshape,114.391918,-12.013039,114.391918,-12.013039,0.000000,0.000000
l83_tn_loadshape,-53.511500,104.964098,-53.511500,104.964098,0.000000,0.000000
l84_tn_loadshape,-53.302704,104.819386,-53.302704,104.819386,0.000000,0.000000
l85_tn_loadshape,-52.805017,104.323507,-52.805017,104.323507,0.000000,0.000000
l86_tn_loadshape,-65.617610,-102.047264,-65.617610,-102.047264,0.000000,0.000000
l87_tn_loadshape,-65.384696,-101.345165,-65.384696,-101.345165,0.000000,0.000000
l88_tn_loadshape,113.798859,-12.948974,113.798859,-12.948974,0.000000,0.000000
l90_tn_loadshape,-65.322923,-101.234205,-65.322923,-101.234205,0.000000,0.000000
l92_tn_loadshape,-51.651394,104.235329,-51.651394,104.235329,0.000000,0.000000
l94_tn_loadshape,114.245811,-12.794303,114.245811,-12.794303,0.000000,0.000000
l95_tn_loadshape,-65.482907,-101.796993,-65.482907,-101.796993,0.000000,0.000000
l96_tn_loadshape,-65.498723,-101.800617,-65.498723,-101.800617,0.000000,0.000000
l98_tn_loadshape,114.556683,-11.543507,114.556683,-11.543507,0.000000,0.000000
l99_tn_loadshape,-65.726764,-101.593067,-65.726764,-101.593067,0.000000,0.000000
l100_tn_loadshape,-54.009709,104.828629,-54.009709,104.828629,0.000000,0.000000
l102_tn_loadshape,-54.484700,105.137622,-54.484700,105.137622,0.000000,0.000000
l103_tn_loadshape,-53.898798,104.546966,-53.898798,104.546966,0.000000,0.000000
l104_tn_loadshape,-53.781263,104.510031,-53.781263,104.510031,0.000000,0.000000
l106_tn_loadshape,-66.226721,-100.953294,-66.226721,-100.953294,0.000000,0.000000
l107_tn_loadshape,-66.426619,-100.043435,-66.426619,-100.043435,0.000000,0.000000
l109_tn_loadshape,112.673021,-13.000468,112.673021,-13.000468,0.000000,0.000000
l111_tn_loadshape,112.662530,-13.324197,112.662530,-13.324197,0.000000,0.000000
l112_tn_loadshape,112.534389,-13.448742,112.534389,-13.448742,0.000000,0.000000
l113_tn_loadshape,111.166045,-14.147223,111.166045,-14.147223,0.000000,0.000000
l114_tn_loadshape,111.220535,-14.410866,111.220535,-14.410866,0.000000,0.000000
EV6,2237.719176,-286.829500,0.000000,0.000000,0.000000,0.000000
EV5,0.000000,0.000000,-1337.550268,-2026.417133,0.000000,0.000000
EV4,0.000000,0.000000,0.000000,0.000000,-1049.988442,2104.510401
DER_EV4_BESS_COUPLING,0.000000,0.000000,0.000000,0.000000,-1049.988442,2104.510401
EV3,2302.999251,-255.599805,0.000000,0.000000,0.000000,0.000000
EV2,0.000000,0.000000,-1242.473560,-2104.169529,0.000000,0.000000
EV1,0.000000,0.000000,0.000000,0.000000,-1175.325389,2115.091325
DER_EV1_BESS_COUPLING,0.000000,0.000000,0.000000,0.000000,-1175.325389,2115.091325
DER_EV3_PV_COUPLING,2302.999251,-255.599805,0.000000,0.000000,0.000000,0.000000
DER_EV5_PV_COUPLING,0.000000,0.000000,-1337.550268,-2026.417133,0.000000,0.000000
